STATEFP,COUNTYFP,TRACTCE,GEOID,NAME,NAMELSAD,MTFCC,FUNCSTAT,ALAND,AWATER,INTPTLAT,INTPTLON,geoid_n
"06","065","043228","06065043228","432.28",Census Tract 432.28,G5020,S,"1612791","0","+33.5752583","-117.2137673",6065043228.00000000000
"06","065","043229","06065043229","432.29",Census Tract 432.29,G5020,S,"2864828","0","+33.5845532","-117.2060351",6065043229.00000000000
"06","065","043242","06065043242","432.42",Census Tract 432.42,G5020,S,"6287747","15910","+33.5873473","-117.1031008",6065043242.00000000000
"06","065","048300","06065048300","483",Census Tract 483,G5020,S,"1918251","93657","+33.8795848","-117.2100610",6065048300.00000000000
"06","037","535607","06037535607","5356.07",Census Tract 5356.07,G5020,S,"941321","0","+33.9419438","-118.2211115",6037535607.00000000000
"06","037","536102","06037536102","5361.02",Census Tract 5361.02,G5020,S,"2770981","301335","+33.9431242","-118.1690175",6037536102.00000000000
"06","037","536200","06037536200","5362",Census Tract 5362,G5020,S,"2213206","0","+33.9202524","-118.1679058",6037536200.00000095367
"06","037","540000","06037540000","5400",Census Tract 5400,G5020,S,"1586855","123460","+33.9220335","-118.1810628",6037539999.99999904633
"06","037","540101","06037540101","5401.01",Census Tract 5401.01,G5020,S,"1254586","0","+33.9310520","-118.1901733",6037540101.00000000000
"06","037","540102","06037540102","5401.02",Census Tract 5401.02,G5020,S,"1250584","0","+33.9231954","-118.1941847",6037540102.00000000000
"06","065","048700","06065048700","487",Census Tract 487,G5020,S,"5888410","0","+33.9088488","-117.1909759",6065048700.00000000000
"06","065","049100","06065049100","491",Census Tract 491,G5020,S,"4612980","0","+33.6927812","-116.2317070",6065049099.99999904633
"06","065","049400","06065049400","494",Census Tract 494,G5020,S,"9220869","0","+33.7597059","-116.2675266",6065049399.99999904633
"06","065","049800","06065049800","498",Census Tract 498,G5020,S,"9291042","0","+33.5462010","-117.1978916",6065049800.00000095367
"06","037","540202","06037540202","5402.02",Census Tract 5402.02,G5020,S,"756104","0","+33.9338474","-118.2061463",6037540202.00000000000
"06","037","540203","06037540203","5402.03",Census Tract 5402.03,G5020,S,"901215","0","+33.9275095","-118.2043890",6037540202.99999904633
"06","067","000200","06067000200","2",Census Tract 2,G5020,S,"1511258","0","+38.5740594","-121.4407580",6067000200.00000095367
"06","067","000300","06067000300","3",Census Tract 3,G5020,S,"1427327","2502","+38.5773838","-121.4547432",6067000300.00000000000
"06","067","000400","06067000400","4",Census Tract 4,G5020,S,"975600","0","+38.5800964","-121.4693603",6067000400.00000000000
"06","075","011901","06075011901","119.01",Census Tract 119.01,G5020,S,"62294","0","+37.7904728","-122.4139142",6075011901.00000000000
"06","037","551700","06037551700","5517",Census Tract 5517,G5020,S,"1297125","0","+33.9172388","-118.1474330",6037551700.00000000000
"06","037","551800","06037551800","5518",Census Tract 5518,G5020,S,"2200112","28087","+33.9131473","-118.1275755",6037551799.99999904633
"06","037","551900","06037551900","5519",Census Tract 5519,G5020,S,"1541019","27579","+33.9105555","-118.1046206",6037551900.00000000000
"06","037","552100","06037552100","5521",Census Tract 5521,G5020,S,"1461862","0","+33.9054717","-118.0880792",6037552100.00000000000
"06","037","552200","06037552200","5522",Census Tract 5522,G5020,S,"1688956","980","+33.9087246","-118.0731800",6037552200.00000095367
"06","067","000500","06067000500","5",Census Tract 5,G5020,S,"866054","0","+38.5834331","-121.4823108",6067000500.00000095367
"06","067","001800","06067001800","18",Census Tract 18,G5020,S,"1717608","0","+38.5542221","-121.4637479",6067001800.00000095367
"06","067","001900","06067001900","19",Census Tract 19,G5020,S,"1105357","0","+38.5618891","-121.4773744",6067001900.00000000000
"06","067","002000","06067002000","20",Census Tract 20,G5020,S,"1033082","0","+38.5652846","-121.4903061",6067002000.00000000000
"06","067","008137","06067008137","81.37",Census Tract 81.37,G5020,S,"1087444","0","+38.6709704","-121.2885166",6067008137.00000000000
"06","067","005102","06067005102","51.02",Census Tract 51.02,G5020,S,"3095118","0","+38.4891674","-121.3831370",6067005102.00000000000
"06","067","007423","06067007423","74.23",Census Tract 74.23,G5020,S,"987680","0","+38.6718268","-121.3628010",6067007423.00000095367
"06","111","007610","06111007610","76.10",Census Tract 76.10,G5020,S,"2003934","30698","+34.2697479","-118.8749096",6111007610.00000000000
"06","111","007611","06111007611","76.11",Census Tract 76.11,G5020,S,"2286566","0","+34.2815484","-118.8899164",6111007611.00000000000
"06","111","008600","06111008600","86",Census Tract 86,G5020,S,"1369729","0","+34.1938413","-119.1861160",6111008600.00000000000
"06","037","600912","06037600912","6009.12",Census Tract 6009.12,G5020,S,"1084960","2993","+33.9771678","-118.3411003",6037600912.00000000000
"06","037","601001","06037601001","6010.01",Census Tract 6010.01,G5020,S,"884021","0","+33.9643251","-118.3486875",6037601001.00000095367
"06","037","601100","06037601100","6011",Census Tract 6011,G5020,S,"640575","0","+33.9490818","-118.3482313",6037601099.99999904633
"06","037","601202","06037601202","6012.02",Census Tract 6012.02,G5020,S,"654271","0","+33.9490727","-118.3569389",6037601202.00000000000
"06","037","601211","06037601211","6012.11",Census Tract 6012.11,G5020,S,"579802","0","+33.9623830","-118.3577220",6037601211.00000000000
"06","037","601212","06037601212","6012.12",Census Tract 6012.12,G5020,S,"585065","0","+33.9558199","-118.3570019",6037601212.00000000000
"06","037","601301","06037601301","6013.01",Census Tract 6013.01,G5020,S,"614464","0","+33.9791778","-118.3638240",6037601301.00000095367
"06","067","008905","06067008905","89.05",Census Tract 89.05,G5020,S,"1614295","0","+38.5983186","-121.2967505",6067008905.00000000000
"06","067","009307","06067009307","93.07",Census Tract 93.07,G5020,S,"2589505","0","+38.4162688","-121.3623672",6067009307.00000000000
"06","067","004201","06067004201","42.01",Census Tract 42.01,G5020,S,"1898619","0","+38.4887495","-121.4990252",6067004201.00000095367
"06","111","008700","06111008700","87",Census Tract 87,G5020,S,"1819159","0","+34.2028190","-119.1860277",6111008700.00000000000
"06","111","008800","06111008800","88",Census Tract 88,G5020,S,"1260782","0","+34.1855328","-119.2015189",6111008799.99999904633
"06","111","008900","06111008900","89",Census Tract 89,G5020,S,"597421","0","+34.1720578","-119.1898328",6111008900.00000000000
"06","111","009100","06111009100","91",Census Tract 91,G5020,S,"3739799","0","+34.1929074","-119.1669539",6111009099.99999904633
"06","037","601302","06037601302","6013.02",Census Tract 6013.02,G5020,S,"1219662","0","+33.9692983","-118.3644406",6037601302.00000000000
"06","037","601401","06037601401","6014.01",Census Tract 6014.01,G5020,S,"1573101","0","+33.9590575","-118.3700611",6037601401.00000000000
"06","067","000600","06067000600","6",Census Tract 6,G5020,S,"406307","0","+38.5854811","-121.4916773",6067000600.00000000000
"06","067","000700","06067000700","7",Census Tract 7,G5020,S,"471398","42394","+38.5818714","-121.5016595",6067000700.00000000000
"06","067","000800","06067000800","8",Census Tract 8,G5020,S,"525743","51938","+38.5770653","-121.5044795",6067000800.00000095367
"06","067","001200","06067001200","12",Census Tract 12,G5020,S,"676073","0","+38.5716422","-121.4870807",6067001200.00000000000
"06","067","001300","06067001300","13",Census Tract 13,G5020,S,"792610","0","+38.5684782","-121.4745179",6067001300.00000000000
"06","067","001400","06067001400","14",Census Tract 14,G5020,S,"794017","0","+38.5739840","-121.4721306",6067001399.99999904633
"06","067","001500","06067001500","15",Census Tract 15,G5020,S,"1746202","0","+38.5674597","-121.4593774",6067001500.00000000000
"06","053","001802","06053001802","18.02",Census Tract 18.02,G5020,S,"1495955","0","+36.6856848","-121.6550166",6053001802.00000095367
"06","053","000502","06053000502","5.02",Census Tract 5.02,G5020,S,"2776306","45591","+36.6843587","-121.6342814",6053000501.99999904633
"06","053","000501","06053000501","5.01",Census Tract 5.01,G5020,S,"511582","0","+36.6758875","-121.6327950",6053000501.00000000000
"06","053","980000","06053980000","9800",Census Tract 9800,G5020,S,"3928190","0","+36.6632605","-121.6050021",6053980000.00000095367
"06","053","010505","06053010505","105.05",Census Tract 105.05,G5020,S,"865508","0","+36.7291549","-121.6494212",6053010505.00000000000
"06","053","011204","06053011204","112.04",Census Tract 112.04,G5020,S,"237723734","8213224","+36.3518613","-121.2425312",6053011204.00000000000
"06","053","014202","06053014202","142.02",Census Tract 142.02,G5020,S,"1032429","0","+36.6807321","-121.7902463",6053014202.00000000000
"06","053","014201","06053014201","142.01",Census Tract 142.01,G5020,S,"1556645","0","+36.6765137","-121.7937321",6053014201.00000000000
"06","067","007602","06067007602","76.02",Census Tract 76.02,G5020,S,"2489907","0","+38.6317814","-121.3370780",6067007602.00000000000
"06","067","005508","06067005508","55.08",Census Tract 55.08,G5020,S,"963741","0","+38.5779690","-121.4084122",6067005508.00000000000
"06","067","003600","06067003600","36",Census Tract 36,G5020,S,"1269305","0","+38.5327553","-121.4778780",6067003600.00000000000
"06","067","008912","06067008912","89.12",Census Tract 89.12,G5020,S,"1752230","231874","+38.6245895","-121.2738700",6067008912.00000000000
"06","037","530400","06037530400","5304",Census Tract 5304,G5020,S,"1531307","11013","+34.0382967","-118.1545859",6037530399.99999904633
"06","037","530500","06037530500","5305",Census Tract 5305,G5020,S,"900628","0","+34.0387584","-118.1658839",6037530500.00000000000
"06","037","530302","06037530302","5303.02",Census Tract 5303.02,G5020,S,"855876","0","+34.0278115","-118.1479458",6037530302.00000000000
"06","037","530601","06037530601","5306.01",Census Tract 5306.01,G5020,S,"570601","0","+34.0539623","-118.1755940",6037530601.00000095367
"06","037","530602","06037530602","5306.02",Census Tract 5306.02,G5020,S,"672831","0","+34.0527222","-118.1715837",6037530602.00000000000
"06","053","010607","06053010607","106.07",Census Tract 106.07,G5020,S,"443777","0","+36.6930236","-121.6144997",6053010607.00000000000
"06","037","540300","06037540300","5403",Census Tract 5403,G5020,S,"1531882","0","+33.9335726","-118.2196227",6037540299.99999904633
"06","037","540400","06037540400","5404",Census Tract 5404,G5020,S,"339717","0","+33.9326760","-118.2282402",6037540400.00000000000
"06","037","540501","06037540501","5405.01",Census Tract 5405.01,G5020,S,"1452738","0","+33.9247081","-118.2193041",6037540501.00000095367
"06","037","540600","06037540600","5406",Census Tract 5406,G5020,S,"937161","0","+33.9243583","-118.2341162",6037540599.99999904633
"06","037","540700","06037540700","5407",Census Tract 5407,G5020,S,"1147619","7355","+33.9255436","-118.2453429",6037540700.00000000000
"06","067","007415","06067007415","74.15",Census Tract 74.15,G5020,S,"1536470","0","+38.6790053","-121.3467506",6067007415.00000000000
"06","067","008140","06067008140","81.40",Census Tract 81.40,G5020,S,"1642161","0","+38.6948235","-121.2790479",6067008139.99999904633
"06","067","008008","06067008008","80.08",Census Tract 80.08,G5020,S,"3028935","0","+38.6584824","-121.2582305",6067008008.00000095367
"06","067","009110","06067009110","91.10",Census Tract 91.10,G5020,S,"605887","0","+38.5576271","-121.3713784",6067009110.00000000000
"06","067","003501","06067003501","35.01",Census Tract 35.01,G5020,S,"1197868","0","+38.5331684","-121.4883176",6067003500.99999904633
"06","037","540800","06037540800","5408",Census Tract 5408,G5020,S,"1980043","12153","+33.9201771","-118.2555914",6037540800.00000000000
"06","037","540901","06037540901","5409.01",Census Tract 5409.01,G5020,S,"1163425","331","+33.9194635","-118.2717325",6037540901.00000000000
"06","037","540902","06037540902","5409.02",Census Tract 5409.02,G5020,S,"2515149","1031","+33.9109785","-118.2718223",6037540902.00000000000
"06","085","508703","06085508703","5087.03",Census Tract 5087.03,G5020,S,"1449880","0","+37.3697820","-122.0110232",6085508703.00000000000
"06","075","012401","06075012401","124.01",Census Tract 124.01,G5020,S,"91972","0","+37.7830510","-122.4157891",6075012401.00000000000
"06","075","012501","06075012501","125.01",Census Tract 125.01,G5020,S,"135257","0","+37.7830137","-122.4109837",6075012501.00000095367
"06","075","012901","06075012901","129.01",Census Tract 129.01,G5020,S,"180870","0","+37.8019597","-122.4272491",6075012901.00000000000
"06","075","015802","06075015802","158.02",Census Tract 158.02,G5020,S,"170744","0","+37.7780790","-122.4385023",6075015802.00000000000
"06","065","045110","06065045110","451.10",Census Tract 451.10,G5020,S,"1665163","0","+33.6653271","-116.3111037",6065045109.99999904633
"06","085","508900","06085508900","5089",Census Tract 5089,G5020,S,"915349","0","+37.3910565","-122.0063669",6085508900.00000000000
"06","037","273700","06037273700","2737",Census Tract 2737,G5020,S,"690354","0","+33.9983793","-118.4526782",6037273700.00000000000
"06","037","273800","06037273800","2738",Census Tract 2738,G5020,S,"741623","0","+33.9927102","-118.4512626",6037273800.00000095367
"06","085","512019","06085512019","5120.19",Census Tract 5120.19,G5020,S,"1078547","0","+37.2707459","-121.8458034",6085512019.00000095367
"06","085","512020","06085512020","5120.20",Census Tract 5120.20,G5020,S,"1039466","0","+37.2719698","-121.8361406",6085512020.00000000000
"06","085","512021","06085512021","5120.21",Census Tract 5120.21,G5020,S,"1597134","12748","+37.2635211","-121.8239467",6085512021.00000095367
"06","067","006004","06067006004","60.04",Census Tract 60.04,G5020,S,"1296274","0","+38.6249563","-121.3737088",6067006004.00000095367
"06","067","005001","06067005001","50.01",Census Tract 50.01,G5020,S,"2350880","0","+38.4893046","-121.4173852",6067005001.00000000000
"06","067","007906","06067007906","79.06",Census Tract 79.06,G5020,S,"1911058","0","+38.6425987","-121.3197237",6067007905.99999904633
"06","067","009314","06067009314","93.14",Census Tract 93.14,G5020,S,"5187090","0","+38.4380791","-121.3624667",6067009313.99999904633
"06","067","008207","06067008207","82.07",Census Tract 82.07,G5020,S,"3487973","313728","+38.6652033","-121.2010755",6067008207.00000000000
"06","067","009501","06067009501","95.01",Census Tract 95.01,G5020,S,"67487407","626702","+38.2769169","-121.3716467",6067009501.00000000000
"06","067","009403","06067009403","94.03",Census Tract 94.03,G5020,S,"84815150","166711","+38.3451903","-121.2760218",6067009403.00000000000
"06","037","274100","06037274100","2741",Census Tract 2741,G5020,S,"628045","0","+33.9875224","-118.4489221",6037274100.00000095367
"06","037","552400","06037552400","5524",Census Tract 5524,G5020,S,"936856","0","+33.8991272","-118.0498654",6037552400.00000000000
"06","037","552602","06037552602","5526.02",Census Tract 5526.02,G5020,S,"1374709","0","+33.8912305","-118.0639397",6037552602.00000000000
"06","083","002211","06083002211","22.11",Census Tract 22.11,G5020,S,"7960902","979326","+34.9569166","-120.3928628",6083002211.00000000000
"06","067","009007","06067009007","90.07",Census Tract 90.07,G5020,S,"982802","0","+38.5764161","-121.3037255",6067009007.00000000000
"06","067","009008","06067009008","90.08",Census Tract 90.08,G5020,S,"1593240","0","+38.5874254","-121.2985514",6067009008.00000000000
"06","067","009106","06067009106","91.06",Census Tract 91.06,G5020,S,"1579137","195740","+38.5665800","-121.3633877",6067009106.00000000000
"06","067","009103","06067009103","91.03",Census Tract 91.03,G5020,S,"1890401","0","+38.5548132","-121.3408051",6067009103.00000000000
"06","085","512022","06085512022","5120.22",Census Tract 5120.22,G5020,S,"1027094","0","+37.2551956","-121.8109259",6085512022.00000000000
"06","067","001700","06067001700","17",Census Tract 17,G5020,S,"3525649","0","+38.5519098","-121.4417291",6067001700.00000000000
"06","067","001600","06067001600","16",Census Tract 16,G5020,S,"3048885","0","+38.5616628","-121.4396846",6067001600.00000000000
"06","067","009323","06067009323","93.23",Census Tract 93.23,G5020,S,"3791837","0","+38.4310598","-121.3851643",6067009322.99999904633
"06","067","009107","06067009107","91.07",Census Tract 91.07,G5020,S,"2045593","367926","+38.5725060","-121.3408345",6067009107.00000095367
"06","067","009601","06067009601","96.01",Census Tract 96.01,G5020,S,"7084630","548874","+38.4632744","-121.4860894",6067009600.99999904633
"06","067","009608","06067009608","96.08",Census Tract 96.08,G5020,S,"3812230","0","+38.4477121","-121.4161734",6067009608.00000095367
"06","067","007903","06067007903","79.03",Census Tract 79.03,G5020,S,"2545606","0","+38.6559109","-121.3175668",6067007903.00000000000
"06","067","005506","06067005506","55.06",Census Tract 55.06,G5020,S,"1297998","0","+38.5926289","-121.4107461",6067005506.00000000000
"06","065","042514","06065042514","425.14",Census Tract 425.14,G5020,S,"981706","0","+33.9336217","-117.2481693",6065042514.00000000000
"06","085","509000","06085509000","5090",Census Tract 5090,G5020,S,"1536609","0","+37.3922690","-122.0216861",6085509000.00000095367
"06","085","509102","06085509102","5091.02",Census Tract 5091.02,G5020,S,"3114195","0","+37.3914591","-122.0385013",6085509102.00000000000
"06","097","154202","06097154202","1542.02",Census Tract 1542.02,G5020,S,"174670482","15072648","+38.7861401","-123.1049627",6097154202.00000000000
"06","097","150305","06097150305","1503.05",Census Tract 1503.05,G5020,S,"3252377","0","+38.3259438","-122.4926869",6097150305.00000000000
"06","097","151601","06097151601","1516.01",Census Tract 1516.01,G5020,S,"54641623","41301","+38.4514901","-122.5502357",6097151601.00000000000
"06","075","031301","06075031301","313.01",Census Tract 313.01,G5020,S,"451932","0","+37.7193261","-122.4678693",6075031301.00000000000
"06","075","031302","06075031302","313.02",Census Tract 313.02,G5020,S,"684970","0","+37.7133961","-122.4670977",6075031302.00000000000
"06","075","032601","06075032601","326.01",Census Tract 326.01,G5020,S,"417682","0","+37.7624894","-122.4807987",6075032601.00000000000
"06","065","042515","06065042515","425.15",Census Tract 425.15,G5020,S,"1354400","0","+33.9354567","-117.2406622",6065042515.00000095367
"06","065","042517","06065042517","425.17",Census Tract 425.17,G5020,S,"939398","0","+33.9119021","-117.2131539",6065042517.00000095367
"06","065","042513","06065042513","425.13",Census Tract 425.13,G5020,S,"1154583","0","+33.9345424","-117.2569855",6065042513.00000000000
"06","065","042518","06065042518","425.18",Census Tract 425.18,G5020,S,"1000812","0","+33.9118904","-117.2218309",6065042518.00000000000
"06","065","042519","06065042519","425.19",Census Tract 425.19,G5020,S,"952421","0","+33.9373528","-117.2274689",6065042518.99999904633
"06","085","510002","06085510002","5100.02",Census Tract 5100.02,G5020,S,"1873679","0","+37.3465922","-122.0718426",6085510002.00000000000
"06","085","510100","06085510100","5101",Census Tract 5101,G5020,S,"2037300","0","+37.3407804","-122.0798811",6085510100.00000000000
"06","075","032902","06075032902","329.02",Census Tract 329.02,G5020,S,"504600","0","+37.7526804","-122.4906464",6075032902.00000000000
"06","075","047802","06075047802","478.02",Census Tract 478.02,G5020,S,"339448","0","+37.7792040","-122.4973930",6075047802.00000000000
"06","075","012301","06075012301","123.01",Census Tract 123.01,G5020,S,"92148","0","+37.7859203","-122.4107461",6075012301.00000000000
"06","085","503312","06085503312","5033.12",Census Tract 5033.12,G5020,S,"15058594","0","+37.3488214","-121.7629721",6085503312.00000000000
"06","085","505100","06085505100","5051",Census Tract 5051,G5020,S,"6950920","0","+37.3628317","-121.9239733",6085505099.99999904633
"06","085","507205","06085507205","5072.05",Census Tract 5072.05,G5020,S,"3404806","0","+37.2575573","-121.9811927",6085507205.00000000000
"06","085","508800","06085508800","5088",Census Tract 5088,G5020,S,"695178","0","+37.3851461","-122.0247804",6085508800.00000000000
"06","065","040403","06065040403","404.03",Census Tract 404.03,G5020,S,"4938999","141825","+33.9918254","-117.4960233",6065040403.00000095367
"06","065","040501","06065040501","405.01",Census Tract 405.01,G5020,S,"5108977","0","+34.0075613","-117.4773622",6065040501.00000000000
"06","065","040503","06065040503","405.03",Census Tract 405.03,G5020,S,"3850205","90089","+34.0222888","-117.5161423",6065040503.00000000000
"06","065","040603","06065040603","406.03",Census Tract 406.03,G5020,S,"2966116","254993","+33.9705168","-117.5264650",6065040603.00000000000
"06","065","040604","06065040604","406.04",Census Tract 406.04,G5020,S,"3782144","0","+33.9861154","-117.5316060",6065040604.00000000000
"06","065","040605","06065040605","406.05",Census Tract 406.05,G5020,S,"2216919","0","+33.9962787","-117.5140276",6065040605.00000000000
"06","067","008122","06067008122","81.22",Census Tract 81.22,G5020,S,"2504777","0","+38.6713849","-121.2532644",6067008122.00000000000
"06","085","512023","06085512023","5120.23",Census Tract 5120.23,G5020,S,"949056","0","+37.2550468","-121.8243560",6085512022.99999904633
"06","071","009710","06071009710","97.10",Census Tract 97.10,G5020,S,"5109040","0","+34.4858100","-117.1988570",6071009710.00000000000
"06","067","008129","06067008129","81.29",Census Tract 81.29,G5020,S,"1125126","0","+38.7026145","-121.3205162",6067008128.99999904633
"06","067","008130","06067008130","81.30",Census Tract 81.30,G5020,S,"1716530","0","+38.6951435","-121.3319436",6067008130.00000000000
"06","071","009800","06071009800","98",Census Tract 98,G5020,S,"3351493","0","+34.5359160","-117.3009281",6071009800.00000095367
"06","071","010013","06071010013","100.13",Census Tract 100.13,G5020,S,"15874146","0","+34.4285420","-117.2673851",6071010013.00000000000
"06","071","010018","06071010018","100.18",Census Tract 100.18,G5020,S,"9166334","0","+34.4135996","-117.3433595",6071010017.99999904633
"06","037","221500","06037221500","2215",Census Tract 2215,G5020,S,"380722","0","+34.0348455","-118.3046372",6037221500.00000000000
"06","037","221710","06037221710","2217.10",Census Tract 2217.10,G5020,S,"327983","0","+34.0346983","-118.2876315",6037221710.00000000000
"06","037","221900","06037221900","2219",Census Tract 2219,G5020,S,"409740","0","+34.0267694","-118.2895621",6037221899.99999904633
"06","037","222100","06037222100","2221",Census Tract 2221,G5020,S,"478936","0","+34.0273170","-118.3023777",6037222100.00000000000
"06","037","222200","06037222200","2222",Census Tract 2222,G5020,S,"481868","0","+34.0309167","-118.3024156",6037222199.99999904633
"06","037","222500","06037222500","2225",Census Tract 2225,G5020,S,"652465","0","+34.0218497","-118.3045508",6037222500.00000000000
"06","037","222700","06037222700","2227",Census Tract 2227,G5020,S,"817401","0","+34.0209197","-118.2856809",6037222700.00000000000
"06","071","010019","06071010019","100.19",Census Tract 100.19,G5020,S,"9102767","0","+34.4044566","-117.3172327",6071010019.00000000000
"06","071","000401","06071000401","4.01",Census Tract 4.01,G5020,S,"6007944","0","+34.0150788","-117.7236934",6071000401.00000000000
"06","071","005800","06071005800","58",Census Tract 58,G5020,S,"1625305","41673","+34.1092386","-117.2844304",6071005800.00000000000
"06","071","008708","06071008708","87.08",Census Tract 87.08,G5020,S,"3535106","0","+34.0150028","-117.0304418",6071008708.00000000000
"06","037","224010","06037224010","2240.10",Census Tract 2240.10,G5020,S,"830398","0","+34.0367636","-118.2658976",6037224010.00000095367
"06","037","224020","06037224020","2240.20",Census Tract 2240.20,G5020,S,"1232339","0","+34.0304827","-118.2686569",6037224020.00000000000
"06","037","234300","06037234300","2343",Census Tract 2343,G5020,S,"870289","0","+34.0073786","-118.3290220",6037234300.00000000000
"06","037","234600","06037234600","2346",Census Tract 2346,G5020,S,"1303261","598","+33.9920177","-118.3275610",6037234600.00000000000
"06","037","234700","06037234700","2347",Census Tract 2347,G5020,S,"742058","0","+33.9872213","-118.3276852",6037234699.99999904633
"06","037","235100","06037235100","2351",Census Tract 2351,G5020,S,"1181472","0","+33.9852423","-118.3463239",6037235100.00000000000
"06","037","265100","06037265100","2651",Census Tract 2651,G5020,S,"2362235","0","+34.0737147","-118.4288483",6037265099.99999904633
"06","037","265301","06037265301","2653.01",Census Tract 2653.01,G5020,S,"1595811","0","+34.0710687","-118.4454343",6037265301.00000095367
"06","037","265303","06037265303","2653.03",Census Tract 2653.03,G5020,S,"148001","0","+34.0672740","-118.4534107",6037265302.99999904633
"06","037","265304","06037265304","2653.04",Census Tract 2653.04,G5020,S,"130983","0","+34.0677546","-118.4511610",6037265304.00000000000
"06","037","265305","06037265305","2653.05",Census Tract 2653.05,G5020,S,"310816","0","+34.0626944","-118.4490224",6037265305.00000000000
"06","037","265410","06037265410","2654.10",Census Tract 2654.10,G5020,S,"563022","0","+34.0669747","-118.4644155",6037265410.00000000000
"06","071","010014","06071010014","100.14",Census Tract 100.14,G5020,S,"3951345","0","+34.4359597","-117.3059014",6071010014.00000095367
"06","071","010020","06071010020","100.20",Census Tract 100.20,G5020,S,"6268284","0","+34.4037817","-117.2971249",6071010020.00000000000
"06","071","011900","06071011900","119",Census Tract 119,G5020,S,"359197200","0","+34.9440126","-117.0754282",6071011900.00000000000
"06","067","009105","06067009105","91.05",Census Tract 91.05,G5020,S,"877228","0","+38.5619376","-121.3713190",6067009105.00000000000
"06","067","009404","06067009404","94.04",Census Tract 94.04,G5020,S,"179905443","0","+38.3858209","-121.1689727",6067009404.00000000000
"06","017","030402","06017030402","304.02",Census Tract 304.02,G5020,S,"10996508","0","+38.8973453","-120.0073154",6017030402.00000000000
"06","017","031405","06017031405","314.05",Census Tract 314.05,G5020,S,"28275420","0","+38.7330245","-120.6258013",6017031404.99999904633
"06","017","031406","06017031406","314.06",Census Tract 314.06,G5020,S,"77502319","1932678","+38.7153397","-120.5805435",6017031406.00000000000
"06","113","010902","06113010902","109.02",Census Tract 109.02,G5020,S,"1937839","0","+38.6811981","-121.7885958",6113010902.00000000000
"06","071","010004","06071010004","100.04",Census Tract 100.04,G5020,S,"6728744","1117355","+34.4898250","-117.2703695",6071010004.00000000000
"06","003","010000","06003010000","100",Census Tract 100,G5020,S,"1912292633","12557304","+38.6217831","-119.7983522",6003010000.00000000000
"06","113","011001","06113011001","110.01",Census Tract 110.01,G5020,S,"2297884","0","+38.6732035","-121.7897056",6113011001.00000000000
"06","037","237720","06037237720","2377.20",Census Tract 2377.20,G5020,S,"325225","0","+33.9692863","-118.2861511",6037237720.00000000000
"06","037","237800","06037237800","2378",Census Tract 2378,G5020,S,"972785","0","+33.9709601","-118.2981214",6037237800.00000000000
"06","037","238000","06037238000","2380",Census Tract 2380,G5020,S,"1663568","0","+33.9472944","-118.3097251",6037238000.00000000000
"06","037","238100","06037238100","2381",Census Tract 2381,G5020,S,"983749","0","+33.9636280","-118.3111989",6037238100.00000000000
"06","037","238200","06037238200","2382",Census Tract 2382,G5020,S,"1026629","0","+33.9634958","-118.2979777",6037238199.99999904633
"06","037","238310","06037238310","2383.10",Census Tract 2383.10,G5020,S,"397068","0","+33.9660436","-118.2861074",6037238310.00000000000
"06","037","238320","06037238320","2383.20",Census Tract 2383.20,G5020,S,"468279","0","+33.9621528","-118.2861548",6037238320.00000000000
"06","037","238400","06037238400","2384",Census Tract 2384,G5020,S,"1301547","0","+33.9563491","-118.3089917",6037238400.00000000000
"06","037","239320","06037239320","2393.20",Census Tract 2393.20,G5020,S,"347073","0","+33.9785676","-118.2717384",6037239320.00000000000
"06","037","211000","06037211000","2110",Census Tract 2110,G5020,S,"2656762","0","+34.0677859","-118.3317418",6037210999.99999904633
"06","037","211120","06037211120","2111.20",Census Tract 2111.20,G5020,S,"567077","0","+34.0652365","-118.2877775",6037211120.00000000000
"06","037","211310","06037211310","2113.10",Census Tract 2113.10,G5020,S,"143949","0","+34.0709091","-118.2984930",6037211310.00000000000
"06","037","211410","06037211410","2114.10",Census Tract 2114.10,G5020,S,"270793","0","+34.0726142","-118.3073155",6037211410.00000000000
"06","037","211500","06037211500","2115",Census Tract 2115,G5020,S,"909037","0","+34.0724565","-118.3152596",6037211500.00000000000
"06","037","211701","06037211701","2117.01",Census Tract 2117.01,G5020,S,"651518","0","+34.0653405","-118.3184531",6037211701.00000000000
"06","037","211910","06037211910","2119.10",Census Tract 2119.10,G5020,S,"137966","0","+34.0672078","-118.2985036",6037211910.00000000000
"06","037","212202","06037212202","2122.02",Census Tract 2122.02,G5020,S,"206475","0","+34.0563658","-118.2879321",6037212202.00000000000
"06","037","212204","06037212204","2122.04",Census Tract 2122.04,G5020,S,"213185","0","+34.0598252","-118.2865323",6037212204.00000000000
"06","037","212304","06037212304","2123.04",Census Tract 2123.04,G5020,S,"205679","0","+34.0598537","-118.2979144",6037212304.00000000000
"06","037","212306","06037212306","2123.06",Census Tract 2123.06,G5020,S,"161921","0","+34.0561280","-118.2940727",6037212306.00000000000
"06","037","212420","06037212420","2124.20",Census Tract 2124.20,G5020,S,"143454","0","+34.0560876","-118.3019777",6037212420.00000000000
"06","037","212610","06037212610","2126.10",Census Tract 2126.10,G5020,S,"357156","0","+34.0598448","-118.3138698",6037212610.00000000000
